2022-07-19T15:32:03
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061621.6125498 7001289F:109:CB97UANXX:1:2104:12146:75921/1	R1	+	-	-	+	0.446429	0.000000
ERR2061621.6125499 7001289F:109:CB97UANXX:1:1113:17334:18660/1	R1	-	+	+	-	0.000000	0.550562
ERR2061621.6125500 7001289F:109:CB97UANXX:1:2306:15517:48746/1	R1	+	-	-	-	0.600000	-
ERR2061621.6125501 7001289F:109:CB97UANXX:1:1307:11134:15502/1	R1	-	+	+	-	0.043956	0.636364
ERR2061621.6125502 7001289F:109:CB97UANXX:1:2302:5931:98622/1	R1	-	+	+	-	0.101266	0.636364
ERR2061621.6125503 7001289F:109:CB97UANXX:1:1107:15279:93012/1	R1	+	-	-	+	0.504673	0.066667
ERR2061621.6125504 7001289F:109:CB97UANXX:1:2309:2540:30845/1	R1	-	+	+	-	0.074074	0.000000
ERR2061621.6125505 7001289F:109:CB97UANXX:1:2110:8316:30212/1	R1	+	-	-	-	0.075758	-
ERR2061621.6125508 7001289F:109:CB97UANXX:1:1116:17943:87652/1	R1	+	-	-	-	0.891892	-
ERR2061621.6125509 7001289F:109:CB97UANXX:1:1307:4275:26818/1	R1	-	+	+	-	0.000000	0.482143
ERR2061621.6125510 7001289F:109:CB97UANXX:1:1108:11574:3116/1	R1	+	-	-	+	0.000000	0.000000
ERR2061621.6125511 7001289F:109:CB97UANXX:1:2209:6879:59342/1	R1	-	+	+	-	0.000000	0.345455
ERR2061621.6125513 7001289F:109:CB97UANXX:1:1215:20948:88569/2	R2	-	-	+	-	-	0.673469
ERR2061621.6125514 7001289F:109:CB97UANXX:1:2309:12727:77619/1	R1	+	-	-	-	0.000000	-
ERR2061621.6125516 7001289F:109:CB97UANXX:1:1211:10754:23109/1	R1	-	+	-	-	0.350000	-
ERR2061621.6125517 7001289F:109:CB97UANXX:1:1101:1496:92853/1	R1	-	+	+	-	0.000000	0.000000
ERR2061621.6125518 7001289F:109:CB97UANXX:1:1311:11583:59587/1	R1	-	+	+	-	0.112903	0.000000
ERR2061621.6125519 7001289F:109:CB97UANXX:1:2103:10851:100018/1	R1	-	+	+	-	0.000000	0.365385
ERR2061621.6125520 7001289F:109:CB97UANXX:1:2205:11751:26107/1	R1	-	+	+	-	0.105263	0.600000
ERR2061621.6125521 7001289F:109:CB97UANXX:1:2201:3553:14610/1	R1	-	+	+	-	0.000000	0.302752
ERR2061621.6125522 7001289F:109:CB97UANXX:1:2109:18901:97938/1	R1	+	-	-	+	0.500000	0.000000
ERR2061621.6125523 7001289F:109:CB97UANXX:1:1315:9365:80205/2	R2	-	-	+	-	-	0.891892
ERR2061621.8138316 7001289F:109:CB97UANXX:1:2310:1334:17715/2	R2	-	-	-	+	-	0.000000
ERR2061621.8566418 7001289F:109:CB97UANXX:1:1212:19931:79962/2	R2	-	-	-	+	-	0.429752
ERR2061621.8724080 7001289F:109:CB97UANXX:1:1211:13172:66297/1	R1	+	-	-	-	0.320388	-
ERR2061621.8731657 7001289F:109:CB97UANXX:1:1109:19715:52548/2	R2	-	-	-	+	-	0.950000
ERR2061621.8901965 7001289F:109:CB97UANXX:1:1216:11038:42384/2	R2	-	-	+	-	-	0.000000
ERR2061621.9180787 7001289F:109:CB97UANXX:1:1301:16491:18704/2	R2	-	-	-	+	-	0.107438
ERR2061621.9623062 7001289F:109:CB97UANXX:1:1307:2529:18351/1	R1	+	-	-	-	0.388235	-
ERR2061621.10165237 7001289F:109:CB97UANXX:1:1105:19107:62385/2	R2	-	-	+	-	-	0.000000
ERR2061621.10266232 7001289F:109:CB97UANXX:1:1304:13369:10647/2	R2	-	-	-	+	-	1.000000
ERR2061621.10603534 7001289F:109:CB97UANXX:1:2303:18377:93475/1	R1	-	+	-	-	0.904762	-
ERR2061621.11139349 7001289F:109:CB97UANXX:1:1203:6368:30324/1	R1	-	+	-	-	0.000000	-
ERR2061621.11378906 7001289F:109:CB97UANXX:1:1108:8171:7466/2	R2	-	-	-	+	-	0.650000
ERR2061621.11521162 7001289F:109:CB97UANXX:1:2306:3161:90653/1	R1	+	-	-	-	0.471698	-
ERR2061621.11573367 7001289F:109:CB97UANXX:1:1216:2391:11493/1	R1	+	-	-	-	0.863636	-
ERR2061621.11881900 7001289F:109:CB97UANXX:1:1309:5790:66599/1	R1	+	-	-	-	0.467391	-
ERR2061621.12769346 7001289F:109:CB97UANXX:1:1101:4350:80777/1	R1	+	-	-	-	0.457944	-
ERR2061621.12769799 7001289F:109:CB97UANXX:1:1305:11263:31261/2	R2	-	-	+	-	-	0.714286
ERR2061621.12770096 7001289F:109:CB97UANXX:1:2306:17629:77767/1	R1	+	-	-	-	0.504673	-
ERR2061621.12832030 7001289F:109:CB97UANXX:1:2216:15096:86437/2	R2	-	-	+	-	-	0.320388
ERR2061621.12914446 7001289F:109:CB97UANXX:1:1314:13071:66593/2	R2	-	-	+	-	-	0.428571
ERR2061621.12914447 7001289F:109:CB97UANXX:1:2315:19514:58104/2	R2	-	-	+	-	-	0.714286
ERR2061621.12914448 7001289F:109:CB97UANXX:1:2113:2287:49011/2	R2	-	-	+	-	-	0.682927
ERR2061621.12914449 7001289F:109:CB97UANXX:1:1307:15347:55112/1	R1	+	-	-	-	0.737705	-
ERR2061621.12914450 7001289F:109:CB97UANXX:1:1211:8653:67681/2	R2	-	-	+	-	-	0.471698
ERR2061621.12914451 7001289F:109:CB97UANXX:1:2309:17150:21651/1	R1	-	+	-	-	0.891892	-
ERR2061621.12914452 7001289F:109:CB97UANXX:1:2116:10212:89056/1	R1	-	+	-	-	0.000000	-
ERR2061621.12914453 7001289F:109:CB97UANXX:1:1102:19034:76445/1	R1	+	-	-	-	0.471698	-
ERR2061621.12914455 7001289F:109:CB97UANXX:1:1105:17904:59824/2	R2	-	-	+	-	-	0.830508
ERR2061621.12914456 7001289F:109:CB97UANXX:1:2209:8161:17843/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914457 7001289F:109:CB97UANXX:1:2312:19731:89627/2	R2	-	-	+	-	-	0.612903
ERR2061621.12914458 7001289F:109:CB97UANXX:1:2311:16908:94554/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914459 7001289F:109:CB97UANXX:1:2210:15864:27218/1	R1	+	-	-	-	0.513514	-
ERR2061621.12914460 7001289F:109:CB97UANXX:1:2211:4174:51999/1	R1	+	-	-	-	0.441860	-
ERR2061621.12914463 7001289F:109:CB97UANXX:1:2205:10133:71283/2	R2	-	-	+	-	-	0.678571
ERR2061621.12914465 7001289F:109:CB97UANXX:1:2207:14471:3793/2	R2	-	-	+	-	-	0.345455
ERR2061621.12914466 7001289F:109:CB97UANXX:1:2111:19131:44851/1	R1	+	-	-	-	0.840909	-
ERR2061621.12914469 7001289F:109:CB97UANXX:1:2113:4488:68414/2	R2	-	-	+	-	-	0.636364
ERR2061621.12914470 7001289F:109:CB97UANXX:1:2114:2864:94221/1	R1	+	-	-	-	0.457944	-
ERR2061621.12914471 7001289F:109:CB97UANXX:1:1310:8215:53086/2	R2	-	-	+	-	-	0.340206
ERR2061621.12914472 7001289F:109:CB97UANXX:1:2105:19103:90315/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914474 7001289F:109:CB97UANXX:1:1312:10957:41513/1	R1	+	-	-	-	0.365385	-
ERR2061621.12914475 7001289F:109:CB97UANXX:1:1301:21239:11644/2	R2	-	-	+	-	-	0.719101
ERR2061621.12914476 7001289F:109:CB97UANXX:1:1302:8820:9038/2	R2	-	-	+	-	-	0.413043
ERR2061621.12914478 7001289F:109:CB97UANXX:1:2108:6696:46938/2	R2	-	-	+	-	-	0.806452
ERR2061621.12914479 7001289F:109:CB97UANXX:1:1314:11001:19771/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914480 7001289F:109:CB97UANXX:1:1316:1850:86383/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914482 7001289F:109:CB97UANXX:1:1306:19886:80215/1	R1	+	-	-	-	0.891892	-
ERR2061621.12914483 7001289F:109:CB97UANXX:1:1213:18734:27640/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914484 7001289F:109:CB97UANXX:1:1215:10401:9712/1	R1	+	-	-	-	0.515789	-
ERR2061621.12914485 7001289F:109:CB97UANXX:1:1308:1568:2820/2	R2	-	-	+	-	-	0.524272
ERR2061621.12914486 7001289F:109:CB97UANXX:1:1203:11245:5184/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914487 7001289F:109:CB97UANXX:1:1203:5995:8471/1	R1	+	-	-	-	0.600000	-
ERR2061621.12914488 7001289F:109:CB97UANXX:1:1110:12551:18202/2	R2	-	-	+	-	-	0.760000
ERR2061621.12914489 7001289F:109:CB97UANXX:1:1111:17625:45985/1	R1	+	-	-	-	0.560000	-
ERR2061621.12914490 7001289F:109:CB97UANXX:1:1111:13601:64149/2	R2	-	-	+	-	-	0.513514
ERR2061621.12914491 7001289F:109:CB97UANXX:1:1206:20930:75359/1	R1	+	-	-	-	0.457944	-
ERR2061621.12914492 7001289F:109:CB97UANXX:1:1207:5334:2324/2	R2	-	-	+	-	-	0.714286
ERR2061621.12914493 7001289F:109:CB97UANXX:1:1216:16892:49150/2	R2	-	-	+	-	-	0.657895
ERR2061621.12914495 7001289F:109:CB97UANXX:1:2303:6079:69393/1	R1	+	-	-	-	0.475000	-
ERR2061621.12914496 7001289F:109:CB97UANXX:1:2303:19261:97964/1	R1	+	-	-	-	0.690909	-
ERR2061621.12914497 7001289F:109:CB97UANXX:1:1115:20972:27927/1	R1	+	-	-	-	0.457944	-
ERR2061621.12914498 7001289F:109:CB97UANXX:1:1114:16859:21034/2	R2	-	-	+	-	-	0.891892
ERR2061621.12914499 7001289F:109:CB97UANXX:1:1114:7513:66646/2	R2	-	-	+	-	-	0.475000
ERR2061621.12914500 7001289F:109:CB97UANXX:1:2102:17425:89197/1	R1	+	-	-	+	0.365385	0.000000
ERR2061621.12914501 7001289F:109:CB97UANXX:1:1314:1464:7394/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914503 7001289F:109:CB97UANXX:1:1114:6095:93314/2	R2	-	-	-	+	-	0.000000
ERR2061621.12914504 7001289F:109:CB97UANXX:1:2101:20435:97487/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914505 7001289F:109:CB97UANXX:1:1209:18565:83590/1	R1	-	+	+	-	0.000000	0.000000
ERR2061621.12914507 7001289F:109:CB97UANXX:1:2304:10030:101126/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914508 7001289F:109:CB97UANXX:1:2114:6056:92996/1	R1	+	-	-	-	0.924528	-
ERR2061621.12914509 7001289F:109:CB97UANXX:1:1103:8783:52503/1	R1	+	-	-	-	0.345455	-
ERR2061621.12914510 7001289F:109:CB97UANXX:1:1303:19617:64383/1	R1	+	-	-	+	0.446429	0.000000
ERR2061621.12914511 7001289F:109:CB97UANXX:1:1208:4705:20412/1	R1	+	-	-	-	0.446429	-
ERR2061621.12914512 7001289F:109:CB97UANXX:1:1115:5792:79019/1	R1	+	-	-	-	0.433628	-
ERR2061621.12914513 7001289F:109:CB97UANXX:1:1101:9563:100402/1	R1	+	-	-	-	0.509434	-
ERR2061621.12914514 7001289F:109:CB97UANXX:1:2109:9012:79723/1	R1	+	-	-	-	0.471698	-
ERR2061621.12914515 7001289F:109:CB97UANXX:1:2112:13729:43615/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914516 7001289F:109:CB97UANXX:1:2111:20453:55059/1	R1	-	+	+	-	0.000000	0.495327
ERR2061621.12914517 7001289F:109:CB97UANXX:1:2116:15786:71683/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914518 7001289F:109:CB97UANXX:1:1305:6126:94766/2	R2	-	-	+	-	-	0.457944
ERR2061621.12914519 7001289F:109:CB97UANXX:1:1316:9819:11131/2	R2	-	-	+	-	-	0.457944
ERR2061621.12914520 7001289F:109:CB97UANXX:1:1316:3220:60586/1	R1	+	-	-	-	0.457944	-
ERR2061621.12914521 7001289F:109:CB97UANXX:1:1111:10463:57450/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914522 7001289F:109:CB97UANXX:1:2312:15213:10855/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914523 7001289F:109:CB97UANXX:1:1316:1846:51039/2	R2	-	-	+	-	-	0.471698
ERR2061621.12914524 7001289F:109:CB97UANXX:1:1105:8065:95314/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914525 7001289F:109:CB97UANXX:1:2312:20135:33402/1	R1	+	-	-	-	0.302752	-
ERR2061621.12914526 7001289F:109:CB97UANXX:1:2216:11625:82001/1	R1	+	-	-	-	0.457944	-
ERR2061621.12914527 7001289F:109:CB97UANXX:1:2101:19784:97207/2	R2	-	-	+	-	-	0.302752
ERR2061621.12914528 7001289F:109:CB97UANXX:1:2208:16105:68068/2	R2	-	-	+	-	-	0.345455
ERR2061621.12914529 7001289F:109:CB97UANXX:1:2116:8781:90594/1	R1	+	-	-	-	0.302752	-
ERR2061621.12914530 7001289F:109:CB97UANXX:1:2107:1286:28127/1	R1	+	-	-	+	0.385321	0.193548
ERR2061621.12914531 7001289F:109:CB97UANXX:1:1305:17133:71461/1	R1	+	-	-	-	0.302752	-
ERR2061621.12914533 7001289F:109:CB97UANXX:1:1205:19670:97029/2	R2	-	-	+	-	-	0.345455
ERR2061621.12914534 7001289F:109:CB97UANXX:1:1207:14762:94439/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914535 7001289F:109:CB97UANXX:1:1216:12709:64050/1	R1	-	+	+	-	0.000000	0.365385
ERR2061621.12914537 7001289F:109:CB97UANXX:1:2304:3648:5303/2	R2	-	-	+	-	-	0.609756
ERR2061621.12914539 7001289F:109:CB97UANXX:1:2308:3972:87957/1	R1	+	-	-	-	0.302752	-
ERR2061621.12914540 7001289F:109:CB97UANXX:1:2301:8390:36174/2	R2	-	-	+	-	-	0.302752
ERR2061621.12914541 7001289F:109:CB97UANXX:1:2114:2315:34184/1	R1	+	-	-	+	0.365385	0.142857
ERR2061621.12914542 7001289F:109:CB97UANXX:1:1202:8514:73073/1	R1	+	-	-	+	0.457944	0.000000
ERR2061621.12914543 7001289F:109:CB97UANXX:1:1109:16206:65937/1	R1	-	+	+	-	0.000000	0.446429
ERR2061621.12914544 7001289F:109:CB97UANXX:1:1205:14409:77139/1	R1	-	+	+	-	0.000000	0.345455
ERR2061621.12914545 7001289F:109:CB97UANXX:1:1310:7873:52900/2	R2	-	-	+	-	-	0.744681
ERR2061621.12914546 7001289F:109:CB97UANXX:1:2305:5446:92830/2	R2	-	-	+	-	-	0.387755
ERR2061621.12914547 7001289F:109:CB97UANXX:1:1313:10658:7986/1	R1	+	-	-	+	0.862069	0.036697
ERR2061621.12914548 7001289F:109:CB97UANXX:1:1202:7126:49512/1	R1	-	+	+	-	0.094595	0.000000
ERR2061621.12914549 7001289F:109:CB97UANXX:1:2104:21135:22067/1	R1	-	+	+	-	0.368421	0.166667
ERR2061621.12914551 7001289F:109:CB97UANXX:1:2105:18309:61750/1	R1	-	+	-	-	0.000000	-
ERR2061621.12914552 7001289F:109:CB97UANXX:1:1309:7385:14009/1	R1	+	-	-	-	0.590361	-
ERR2061621.12914553 7001289F:109:CB97UANXX:1:1114:13332:12879/2	R2	-	-	+	-	-	0.974359
ERR2061621.12914554 7001289F:109:CB97UANXX:1:2214:16241:18201/1	R1	+	-	-	-	0.805556	-
ERR2061621.12914555 7001289F:109:CB97UANXX:1:1304:21072:66565/1	R1	+	-	-	+	0.365385	0.000000
ERR2061621.12914556 7001289F:109:CB97UANXX:1:1305:1391:80925/1	R1	+	-	-	+	0.000000	0.100000
ERR2061621.12914557 7001289F:109:CB97UANXX:1:2209:3601:30884/1	R1	-	+	+	-	0.000000	0.423077
ERR2061621.12914558 7001289F:109:CB97UANXX:1:2111:8917:22168/1	R1	-	+	+	-	0.000000	0.980952
ERR2061621.12914559 7001289F:109:CB97UANXX:1:2305:20510:34328/1	R1	+	-	-	-	0.475000	-
ERR2061621.12914560 7001289F:109:CB97UANXX:1:2316:6632:30803/2	R2	-	-	-	+	-	0.000000
ERR2061621.12914561 7001289F:109:CB97UANXX:1:1314:4118:47989/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914562 7001289F:109:CB97UANXX:1:1306:13861:7629/1	R1	-	+	+	-	0.063636	0.340206
ERR2061621.12914563 7001289F:109:CB97UANXX:1:2104:14646:33498/1	R1	+	-	-	-	0.542056	-
ERR2061621.12914564 7001289F:109:CB97UANXX:1:1314:6725:22969/1	R1	-	+	-	-	0.000000	-
ERR2061621.12914568 7001289F:109:CB97UANXX:1:1310:14287:84150/1	R1	+	-	-	-	0.760000	-
ERR2061621.12914569 7001289F:109:CB97UANXX:1:1307:2307:71150/1	R1	+	-	-	-	0.924528	-
ERR2061621.12914570 7001289F:109:CB97UANXX:1:1208:11333:74374/2	R2	-	-	+	-	-	0.863636
ERR2061621.12914571 7001289F:109:CB97UANXX:1:1216:9787:41204/1	R1	+	-	-	+	0.387755	0.000000
ERR2061621.12914572 7001289F:109:CB97UANXX:1:2215:19107:30776/1	R1	-	+	-	-	0.000000	-
ERR2061621.12914573 7001289F:109:CB97UANXX:1:2211:7012:30886/2	R2	-	-	+	-	-	0.550000
ERR2061621.12914574 7001289F:109:CB97UANXX:1:2205:4793:84438/1	R1	-	+	+	-	0.000000	0.491071
ERR2061621.12914575 7001289F:109:CB97UANXX:1:2110:5832:92714/1	R1	-	+	+	-	0.080645	0.590361
ERR2061621.12914576 7001289F:109:CB97UANXX:1:1301:14417:29786/1	R1	+	-	-	-	0.636364	-
ERR2061621.12914577 7001289F:109:CB97UANXX:1:2301:14159:75444/1	R1	+	-	-	-	0.568182	-
ERR2061621.12914578 7001289F:109:CB97UANXX:1:1108:13111:5145/2	R2	-	-	+	-	-	0.504673
ERR2061621.12914579 7001289F:109:CB97UANXX:1:2113:7974:51473/1	R1	+	-	-	-	0.651163	-
ERR2061621.12914580 7001289F:109:CB97UANXX:1:2113:15815:87434/2	R2	-	-	+	-	-	0.504673
ERR2061621.12914582 7001289F:109:CB97UANXX:1:1110:18328:25013/1	R1	-	+	-	-	0.000000	-
ERR2061621.12914585 7001289F:109:CB97UANXX:1:2307:7694:47491/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914586 7001289F:109:CB97UANXX:1:1108:17884:46996/1	R1	-	+	+	-	0.000000	0.000000
ERR2061621.12914587 7001289F:109:CB97UANXX:1:2109:8398:28335/1	R1	-	+	+	-	0.000000	0.491071
ERR2061621.12914588 7001289F:109:CB97UANXX:1:2304:1840:96867/1	R1	-	+	+	-	0.000000	0.406593
ERR2061621.12914589 7001289F:109:CB97UANXX:1:2113:2601:15070/1	R1	+	-	-	+	0.643564	0.845528
ERR2061621.12914590 7001289F:109:CB97UANXX:1:2106:14967:4343/1	R1	-	+	+	-	0.175926	0.531915
ERR2061621.12914591 7001289F:109:CB97UANXX:1:1203:19746:70902/1	R1	+	-	-	-	0.531915	-
ERR2061621.12914592 7001289F:109:CB97UANXX:1:2312:17244:16150/1	R1	+	-	-	+	0.980000	0.000000
ERR2061621.12914593 7001289F:109:CB97UANXX:1:1111:1159:96345/1	R1	+	-	-	-	0.990654	-
ERR2061621.12914594 7001289F:109:CB97UANXX:1:2109:20526:52118/2	R2	-	-	+	-	-	0.760000
ERR2061621.12914595 7001289F:109:CB97UANXX:1:2107:10050:54440/2	R2	-	-	+	-	-	0.151515
ERR2061621.12914596 7001289F:109:CB97UANXX:1:1305:6027:45903/1	R1	+	-	-	-	0.485149	-
ERR2061621.12914597 7001289F:109:CB97UANXX:1:1208:16144:57517/1	R1	+	-	-	+	0.475000	0.000000
ERR2061621.12914598 7001289F:109:CB97UANXX:1:2301:11949:2584/1	R1	+	-	-	-	0.781250	-
ERR2061621.12914600 7001289F:109:CB97UANXX:1:1109:11325:77321/2	R2	-	-	+	-	-	0.974359
ERR2061621.12914601 7001289F:109:CB97UANXX:1:1309:7662:13779/1	R1	+	-	-	+	0.820755	0.000000
ERR2061621.12914602 7001289F:109:CB97UANXX:1:1304:4943:37377/1	R1	-	+	+	-	0.081395	0.000000
ERR2061621.12914603 7001289F:109:CB97UANXX:1:2307:16272:2441/1	R1	+	-	-	-	0.492537	-
ERR2061621.12914604 7001289F:109:CB97UANXX:1:2105:5129:94172/1	R1	+	-	-	+	0.485149	0.000000
ERR2061621.12914605 7001289F:109:CB97UANXX:1:2113:7982:23816/2	R2	-	-	+	-	-	0.657895
ERR2061621.12914607 7001289F:109:CB97UANXX:1:1211:3026:59151/1	R1	+	-	-	-	0.673469	-
ERR2061621.12914608 7001289F:109:CB97UANXX:1:2116:3667:15126/1	R1	+	-	-	+	0.690141	0.077778
ERR2061621.12914609 7001289F:109:CB97UANXX:1:1204:17455:67145/1	R1	+	-	-	+	0.540984	0.000000
ERR2061621.12914610 7001289F:109:CB97UANXX:1:1315:12334:31559/2	R2	-	-	+	-	-	0.863636
ERR2061621.12914612 7001289F:109:CB97UANXX:1:1306:9804:58803/1	R1	-	+	+	-	0.117647	0.673469
ERR2061621.12914613 7001289F:109:CB97UANXX:1:1216:3737:20195/1	R1	+	-	-	+	0.000000	0.000000
ERR2061621.12914614 7001289F:109:CB97UANXX:1:1107:5998:95539/1	R1	-	+	+	-	0.000000	0.000000
ERR2061621.12914616 7001289F:109:CB97UANXX:1:2309:10498:65366/1	R1	-	+	+	-	0.117647	0.673469
ERR2061621.12914618 7001289F:109:CB97UANXX:1:2105:15633:49230/2	R2	-	-	+	-	-	0.558824
ERR2061621.12914620 7001289F:109:CB97UANXX:1:1108:9307:88709/1	R1	+	-	-	-	0.862069	-
ERR2061621.12914621 7001289F:109:CB97UANXX:1:2313:15367:89389/2	R2	-	-	-	+	-	0.000000
ERR2061621.12914622 7001289F:109:CB97UANXX:1:1309:19209:6685/2	R2	-	-	+	-	-	0.862069
ERR2061621.12914623 7001289F:109:CB97UANXX:1:1214:6824:34515/1	R1	-	+	-	-	0.145833	-
ERR2061621.12914624 7001289F:109:CB97UANXX:1:2302:12399:76448/1	R1	+	-	-	-	0.767442	-
ERR2061621.12914625 7001289F:109:CB97UANXX:1:1211:2338:2232/1	R1	-	+	+	-	0.000000	0.924528
ERR2061621.12914626 7001289F:109:CB97UANXX:1:1203:1730:66573/1	R1	+	-	-	-	0.961538	-
ERR2061621.12914627 7001289F:109:CB97UANXX:1:1309:15803:38253/2	R2	-	-	+	-	-	0.469027
ERR2061621.12914629 7001289F:109:CB97UANXX:1:2316:12040:23305/2	R2	-	-	-	+	-	0.851852
ERR2061621.12914632 7001289F:109:CB97UANXX:1:2104:14429:29400/2	R2	-	-	+	-	-	0.671642
ERR2061621.12914635 7001289F:109:CB97UANXX:1:1304:10835:54168/1	R1	-	+	-	-	0.000000	-
ERR2061621.12914637 7001289F:109:CB97UANXX:1:2107:15695:61717/1	R1	+	-	-	+	0.980000	0.504425
ERR2061621.12914638 7001289F:109:CB97UANXX:1:1101:19035:75632/1	R1	+	-	-	-	0.862069	-
ERR2061621.12914640 7001289F:109:CB97UANXX:1:1309:8217:87165/1	R1	+	-	-	-	0.714286	-
ERR2061621.12914642 7001289F:109:CB97UANXX:1:1211:19453:66558/1	R1	+	-	-	-	0.000000	-
ERR2061621.12914644 7001289F:109:CB97UANXX:1:2312:17605:85732/2	R2	-	-	+	-	-	0.830508
ERR2061621.12914645 7001289F:109:CB97UANXX:1:2112:12224:62284/1	R1	+	-	-	-	0.961538	-
ERR2061621.12914649 7001289F:109:CB97UANXX:1:2304:19223:6551/1	R1	+	-	-	-	0.492537	-
ERR2061621.12914650 7001289F:109:CB97UANXX:1:2308:1813:24426/1	R1	+	-	-	-	0.362637	-
ERR2061621.12914651 7001289F:109:CB97UANXX:1:1116:15076:43332/1	R1	-	+	-	-	0.000000	-
ERR2061621.12914652 7001289F:109:CB97UANXX:1:1307:13023:37134/1	R1	+	-	-	+	0.657895	0.000000
ERR2061621.12914653 7001289F:109:CB97UANXX:1:1308:16540:35302/2	R2	-	-	+	-	-	0.609756
ERR2061621.12914654 7001289F:109:CB97UANXX:1:1308:2010:47373/1	R1	+	-	-	-	0.862069	-
ERR2061621.12914656 7001289F:109:CB97UANXX:1:1303:1822:14431/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914659 7001289F:109:CB97UANXX:1:2303:1900:99538/1	R1	+	-	-	+	0.428571	0.514019
ERR2061621.12914660 7001289F:109:CB97UANXX:1:1307:9487:74586/1	R1	+	-	-	-	0.945946	-
ERR2061621.12914661 7001289F:109:CB97UANXX:1:1101:1676:49630/1	R1	-	+	+	-	0.000000	0.452055
ERR2061621.12914662 7001289F:109:CB97UANXX:1:1116:17183:22658/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914663 7001289F:109:CB97UANXX:1:2311:16725:27902/1	R1	+	-	-	-	0.433628	-
ERR2061621.12914664 7001289F:109:CB97UANXX:1:2313:11791:47158/1	R1	+	-	-	-	0.457944	-
ERR2061621.12914665 7001289F:109:CB97UANXX:1:2314:19741:97579/1	R1	+	-	-	-	0.457944	-
ERR2061621.12914666 7001289F:109:CB97UANXX:1:2201:18634:91030/2	R2	-	-	+	-	-	0.457944
ERR2061621.12914667 7001289F:109:CB97UANXX:1:2107:9724:77199/2	R2	-	-	+	-	-	0.469027
ERR2061621.12914668 7001289F:109:CB97UANXX:1:1312:1184:40583/2	R2	-	-	+	-	-	0.457944
ERR2061621.12914669 7001289F:109:CB97UANXX:1:1305:7724:60268/2	R2	-	-	+	-	-	0.433628
ERR2061621.12914670 7001289F:109:CB97UANXX:1:1214:21074:89437/1	R1	+	-	-	-	0.433628	-
ERR2061621.12914671 7001289F:109:CB97UANXX:1:1308:11354:51542/2	R2	-	-	+	-	-	0.457944
ERR2061621.12914672 7001289F:109:CB97UANXX:1:1114:3813:4512/1	R1	+	-	-	-	0.924528	-
ERR2061621.12914673 7001289F:109:CB97UANXX:1:2209:15925:78754/1	R1	-	+	+	-	0.000000	0.609756
ERR2061621.12914674 7001289F:109:CB97UANXX:1:1106:5576:41849/1	R1	+	-	-	-	0.714286	-
ERR2061621.12914675 7001289F:109:CB97UANXX:1:1106:15788:59844/1	R1	+	-	-	-	0.446429	-
ERR2061621.12914676 7001289F:109:CB97UANXX:1:2212:15860:5494/1	R1	+	-	-	-	0.781250	-
ERR2061621.12914677 7001289F:109:CB97UANXX:1:2214:6329:51701/2	R2	-	-	+	-	-	0.491071
ERR2061621.12914679 7001289F:109:CB97UANXX:1:1303:18150:17147/2	R2	-	-	+	-	-	0.500000
ERR2061621.12914680 7001289F:109:CB97UANXX:1:1303:14080:43104/1	R1	+	-	-	-	0.471698	-
ERR2061621.12914681 7001289F:109:CB97UANXX:1:1305:6837:46900/1	R1	+	-	-	-	0.446429	-
ERR2061621.12914682 7001289F:109:CB97UANXX:1:1109:2028:38583/2	R2	-	-	+	-	-	0.446429
ERR2061621.12914683 7001289F:109:CB97UANXX:1:1110:14825:73994/1	R1	+	-	-	-	0.446429	-
ERR2061621.12914684 7001289F:109:CB97UANXX:1:1205:6698:11617/1	R1	+	-	-	-	0.500000	-
ERR2061621.12914685 7001289F:109:CB97UANXX:1:1208:1704:58683/1	R1	+	-	-	-	0.491071	-
ERR2061621.12914686 7001289F:109:CB97UANXX:1:2305:7977:50653/2	R2	-	-	+	-	-	0.471698
ERR2061621.12914687 7001289F:109:CB97UANXX:1:2116:8599:82297/1	R1	-	+	+	-	0.000000	0.584906
ERR2061621.12914688 7001289F:109:CB97UANXX:1:1314:10611:101071/2	R2	-	-	+	-	-	0.000000
ERR2061621.12914689 7001289F:109:CB97UANXX:1:1305:16724:32151/2	R2	-	-	+	-	-	0.000000
