2022-07-14T09:07:58
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061620.15059705 7001289F:109:CB97UANXX:1:1212:17006:77346/2	R2	-	-	+	-	-	0.883929
ERR2061620.15059706 7001289F:109:CB97UANXX:1:1211:12673:87520/2	R2	-	-	+	-	-	0.584158
ERR2061620.15059707 7001289F:109:CB97UANXX:1:1215:11900:16826/1	R1	+	-	-	-	0.486726	-
ERR2061620.15059709 7001289F:109:CB97UANXX:1:1205:20875:37204/1	R1	+	-	-	-	0.457944	-
ERR2061620.15059710 7001289F:109:CB97UANXX:1:1207:13685:6290/1	R1	+	-	-	-	0.504673	-
ERR2061620.15059711 7001289F:103:C9WFLANXX:3:2107:17005:21402/1	R1	-	+	+	-	0.000000	0.924528
ERR2061620.15059712 7001289F:103:C9WFLANXX:4:2214:20523:60423/1	R1	-	+	+	-	0.192308	0.636364
ERR2061620.15059713 7001289F:109:CB97UANXX:1:1104:15204:19489/1	R1	-	+	+	-	0.521739	0.433628
ERR2061620.15059714 7001289F:109:CB97UANXX:1:1106:4135:88092/1	R1	+	-	-	+	0.433628	0.000000
ERR2061620.15059715 7001289F:109:CB97UANXX:1:2204:2173:2635/2	R2	-	-	+	-	-	0.433628
ERR2061620.15059716 7001289F:103:C9WFLANXX:3:2206:17836:83627/2	R2	-	-	+	-	-	0.446429
ERR2061620.15059718 7001289F:103:C9WFLANXX:3:1313:12027:32891/1	R1	+	-	-	-	0.446429	-
ERR2061620.15059719 7001289F:103:C9WFLANXX:3:1211:6185:80202/1	R1	+	-	-	-	0.446429	-
ERR2061620.15059720 7001289F:103:C9WFLANXX:3:1201:19214:57948/2	R2	-	-	+	-	-	0.471698
ERR2061620.15059721 7001289F:103:C9WFLANXX:4:2213:11168:3247/2	R2	-	-	+	-	-	0.471698
ERR2061620.15059722 7001289F:109:CB97UANXX:1:1108:16538:48902/2	R2	-	-	+	-	-	0.446429
ERR2061620.15059723 7001289F:109:CB97UANXX:1:2311:3043:37255/2	R2	-	-	+	-	-	0.568182
ERR2061620.15059724 7001289F:109:CB97UANXX:1:2216:13904:36549/1	R1	+	-	-	-	0.446429	-
ERR2061620.15059725 7001289F:109:CB97UANXX:1:2106:6229:100124/2	R2	-	-	+	-	-	0.500000
ERR2061620.15059726 7001289F:109:CB97UANXX:1:1313:8232:68907/2	R2	-	-	+	-	-	0.471698
ERR2061620.15059727 7001289F:109:CB97UANXX:1:1314:19201:35758/1	R1	+	-	-	-	0.471698	-
ERR2061620.15059728 7001289F:109:CB97UANXX:1:1211:15522:35192/2	R2	-	-	+	-	-	0.446429
ERR2061620.15059729 7001289F:109:CB97UANXX:1:1115:5485:90210/1	R1	+	-	-	-	0.446429	-
ERR2061620.15059730 7001289F:109:CB97UANXX:1:2316:17692:42553/1	R1	+	-	-	+	0.862069	0.400000
ERR2061620.15059731 7001289F:109:CB97UANXX:1:1201:20719:73338/1	R1	+	-	-	-	0.657895	-
ERR2061620.15059732 7001289F:103:C9WFLANXX:3:2201:4857:43370/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059733 7001289F:109:CB97UANXX:1:1212:13325:60268/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059734 7001289F:103:C9WFLANXX:3:1104:16114:20738/2	R2	-	-	+	-	-	0.345455
ERR2061620.15059735 7001289F:103:C9WFLANXX:3:2206:2883:59953/2	R2	-	-	+	-	-	0.345455
ERR2061620.15059736 7001289F:103:C9WFLANXX:4:2110:4814:44432/2	R2	-	-	+	-	-	0.345455
ERR2061620.15059737 7001289F:103:C9WFLANXX:4:1311:3503:13220/2	R2	-	-	+	-	-	0.639640
ERR2061620.15059738 7001289F:103:C9WFLANXX:4:1212:12588:8349/2	R2	-	-	+	-	-	0.345455
ERR2061620.15059739 7001289F:109:CB97UANXX:1:2204:14344:20615/1	R1	+	-	-	-	0.345455	-
ERR2061620.15059742 7001289F:103:C9WFLANXX:4:2116:10053:4999/1	R1	+	-	-	+	1.000000	0.600000
ERR2061620.15059743 7001289F:103:C9WFLANXX:3:2113:18498:82172/1	R1	+	-	-	-	0.388235	-
ERR2061620.15059744 7001289F:103:C9WFLANXX:3:2108:6045:8730/2	R2	-	-	+	-	-	0.302752
ERR2061620.15059745 7001289F:103:C9WFLANXX:3:1214:10188:76851/1	R1	+	-	-	-	0.452055	-
ERR2061620.15059746 7001289F:103:C9WFLANXX:3:1208:5471:99899/2	R2	-	-	+	-	-	0.320388
ERR2061620.15059747 7001289F:103:C9WFLANXX:4:2201:11852:60473/2	R2	-	-	+	-	-	0.767442
ERR2061620.15059748 7001289F:109:CB97UANXX:1:2212:7984:46210/1	R1	+	-	-	-	0.302752	-
ERR2061620.15059749 7001289F:109:CB97UANXX:1:2307:3622:23067/2	R2	-	-	+	-	-	0.302752
ERR2061620.15059750 7001289F:103:C9WFLANXX:4:2103:15168:81919/1	R1	+	-	-	+	0.320388	0.000000
ERR2061620.15059751 7001289F:103:C9WFLANXX:3:1108:11688:86827/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059752 7001289F:103:C9WFLANXX:3:2303:10571:28295/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059753 7001289F:103:C9WFLANXX:3:2306:14326:79246/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059754 7001289F:103:C9WFLANXX:3:2202:12801:78945/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059755 7001289F:103:C9WFLANXX:3:2304:18087:70486/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059756 7001289F:103:C9WFLANXX:4:2313:19500:90658/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059757 7001289F:103:C9WFLANXX:4:2116:4572:35666/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059758 7001289F:109:CB97UANXX:1:2209:13562:70304/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059759 7001289F:109:CB97UANXX:1:2315:3101:11631/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059760 7001289F:109:CB97UANXX:1:2316:13778:75463/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059761 7001289F:109:CB97UANXX:1:1310:10388:87247/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059762 7001289F:109:CB97UANXX:1:1310:7421:98675/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059763 7001289F:109:CB97UANXX:1:2116:16402:29217/1	R1	+	-	-	-	0.200000	-
ERR2061620.15059764 7001289F:109:CB97UANXX:1:2106:16864:64885/2	R2	-	-	+	-	-	0.846154
ERR2061620.15059765 7001289F:109:CB97UANXX:1:2108:12741:47391/1	R1	+	-	-	-	0.046296	-
ERR2061620.15059766 7001289F:109:CB97UANXX:1:1304:6878:46339/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059767 7001289F:109:CB97UANXX:1:1212:9452:38935/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059768 7001289F:109:CB97UANXX:1:2212:18986:59697/1	R1	-	+	+	-	0.000000	0.000000
ERR2061620.15059769 7001289F:109:CB97UANXX:1:2105:8779:23142/1	R1	-	+	+	-	0.413793	0.000000
ERR2061620.15059770 7001289F:103:C9WFLANXX:3:2202:4937:74826/1	R1	+	-	-	-	0.457944	-
ERR2061620.15059772 7001289F:103:C9WFLANXX:4:2301:7092:37432/2	R2	-	-	+	-	-	0.990741
ERR2061620.15059773 7001289F:103:C9WFLANXX:4:1307:21049:90375/1	R1	+	-	-	-	0.485149	-
ERR2061620.15059774 7001289F:109:CB97UANXX:1:2213:11430:11214/2	R2	-	-	+	-	-	0.457944
ERR2061620.15059775 7001289F:109:CB97UANXX:1:2214:12078:61474/2	R2	-	-	+	-	-	0.515789
ERR2061620.15059776 7001289F:109:CB97UANXX:1:2112:7874:66468/2	R2	-	-	+	-	-	0.485149
ERR2061620.15059778 7001289F:109:CB97UANXX:1:2303:7266:45312/2	R2	-	-	+	-	-	0.714286
ERR2061620.15059779 7001289F:109:CB97UANXX:1:2306:13248:82612/1	R1	+	-	-	-	0.514019	-
ERR2061620.15059780 7001289F:103:C9WFLANXX:4:2112:10355:82902/1	R1	-	+	-	-	0.726027	-
ERR2061620.15059781 7001289F:109:CB97UANXX:1:1106:14840:4521/1	R1	-	+	+	-	0.000000	0.388889
ERR2061620.15059782 7001289F:109:CB97UANXX:1:1311:3556:45157/1	R1	-	+	+	-	0.400000	0.433628
ERR2061620.15059783 7001289F:103:C9WFLANXX:3:2316:13820:14551/1	R1	+	-	-	-	0.446429	-
ERR2061620.15059785 7001289F:109:CB97UANXX:1:1108:13174:24408/1	R1	+	-	-	-	0.446429	-
ERR2061620.15059786 7001289F:109:CB97UANXX:1:2103:16223:89355/2	R2	-	-	+	-	-	0.575472
ERR2061620.15059787 7001289F:109:CB97UANXX:1:1211:1701:55986/2	R2	-	-	+	-	-	0.471698
ERR2061620.15059788 7001289F:109:CB97UANXX:1:1114:10783:61120/2	R2	-	-	+	-	-	0.568182
ERR2061620.15059789 7001289F:109:CB97UANXX:1:2109:15462:28491/2	R2	-	-	+	-	-	0.345455
ERR2061620.15059790 7001289F:109:CB97UANXX:1:1111:5752:68464/2	R2	-	-	+	-	-	0.387755
ERR2061620.15059792 7001289F:109:CB97UANXX:1:1113:21225:35191/2	R2	-	-	+	-	-	0.302752
ERR2061620.15059793 7001289F:109:CB97UANXX:1:2309:16114:80052/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059794 7001289F:103:C9WFLANXX:3:2306:2301:31484/1	R1	+	-	-	-	0.457944	-
ERR2061620.15059795 7001289F:109:CB97UANXX:1:2211:11711:20514/2	R2	-	-	+	-	-	0.551402
ERR2061620.15059797 7001289F:109:CB97UANXX:1:1306:21195:74658/2	R2	-	-	+	-	-	0.657895
ERR2061620.15059798 7001289F:109:CB97UANXX:1:1101:6998:49724/1	R1	+	-	-	+	0.000000	0.061947
ERR2061620.15059799 7001289F:109:CB97UANXX:1:1114:17021:3326/1	R1	-	+	-	-	0.230769	-
ERR2061620.15059800 7001289F:103:C9WFLANXX:3:1211:16627:48354/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059801 7001289F:109:CB97UANXX:1:2304:15834:17675/1	R1	-	+	+	-	0.064516	0.417722
ERR2061620.15059802 7001289F:103:C9WFLANXX:3:1111:20880:87089/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059803 7001289F:103:C9WFLANXX:4:1215:2802:74457/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059804 7001289F:109:CB97UANXX:1:1115:16731:77720/1	R1	+	-	-	+	0.000000	0.087379
ERR2061620.15059805 7001289F:109:CB97UANXX:1:2211:9181:5108/2	R2	-	-	+	-	-	0.636364
ERR2061620.15059807 7001289F:109:CB97UANXX:1:1106:5539:50412/2	R2	-	-	+	-	-	0.471698
ERR2061620.15059808 7001289F:109:CB97UANXX:1:2203:14814:47852/2	R2	-	-	+	-	-	0.471698
ERR2061620.15059809 7001289F:109:CB97UANXX:1:2102:4013:96695/1	R1	+	-	-	-	0.471698	-
ERR2061620.15059810 7001289F:109:CB97UANXX:1:2216:21176:56815/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059813 7001289F:103:C9WFLANXX:3:1203:11333:17043/1	R1	+	-	-	-	0.320388	-
ERR2061620.15059814 7001289F:109:CB97UANXX:1:1207:21128:40107/1	R1	-	+	+	-	0.038835	0.000000
ERR2061620.15059815 7001289F:103:C9WFLANXX:3:2303:14415:3936/1	R1	-	+	+	-	0.114286	0.000000
ERR2061620.15059816 7001289F:103:C9WFLANXX:3:1111:14693:2034/2	R2	-	-	+	-	-	0.534653
ERR2061620.15059818 7001289F:103:C9WFLANXX:4:1314:10411:13698/1	R1	+	-	-	-	0.560000	-
ERR2061620.15059819 7001289F:103:C9WFLANXX:4:1104:15124:52731/1	R1	+	-	-	-	0.885714	-
ERR2061620.15059820 7001289F:109:CB97UANXX:1:1116:5923:13502/1	R1	-	+	-	-	0.125000	-
ERR2061620.15059822 7001289F:109:CB97UANXX:1:2202:20047:55650/2	R2	-	-	+	-	-	0.387755
ERR2061620.15059824 7001289F:109:CB97UANXX:1:2310:10395:4058/2	R2	-	-	-	+	-	0.000000
ERR2061620.15059825 7001289F:109:CB97UANXX:1:2214:3114:50969/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059826 7001289F:109:CB97UANXX:1:2207:19864:83448/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059827 7001289F:103:C9WFLANXX:4:1207:17837:27014/1	R1	+	-	-	-	0.515789	-
ERR2061620.15059828 7001289F:109:CB97UANXX:1:1211:9852:4438/2	R2	-	-	-	+	-	0.724138
ERR2061620.15059830 7001289F:103:C9WFLANXX:4:1115:19588:84688/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059831 7001289F:109:CB97UANXX:1:2210:13481:19213/2	R2	-	-	+	-	-	0.540984
ERR2061620.15059832 7001289F:109:CB97UANXX:1:2116:12024:95972/2	R2	-	-	+	-	-	0.540984
ERR2061620.15059833 7001289F:109:CB97UANXX:1:1106:8278:30664/1	R1	+	-	-	+	0.000000	0.000000
ERR2061620.15059834 7001289F:109:CB97UANXX:1:2206:5198:66338/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059835 7001289F:109:CB97UANXX:1:1214:15828:62774/1	R1	+	-	-	-	0.550562	-
ERR2061620.15059837 7001289F:109:CB97UANXX:1:1107:15960:47638/1	R1	-	+	-	-	0.527778	-
ERR2061620.15059838 7001289F:109:CB97UANXX:1:2209:11803:37048/2	R2	-	-	+	-	-	0.625000
ERR2061620.15059841 7001289F:109:CB97UANXX:1:1304:8101:61397/2	R2	-	-	+	-	-	0.441860
ERR2061620.15059842 7001289F:109:CB97UANXX:1:1107:19752:92724/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059843 7001289F:109:CB97UANXX:1:2316:19071:12175/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059844 7001289F:109:CB97UANXX:1:2209:13435:42004/1	R1	-	+	+	-	0.131148	0.830508
ERR2061620.15059845 7001289F:109:CB97UANXX:1:1113:8468:4115/2	R2	-	-	-	+	-	0.000000
ERR2061620.15059846 7001289F:109:CB97UANXX:1:1113:14467:92029/1	R1	+	-	-	+	0.345455	0.000000
ERR2061620.15059848 7001289F:109:CB97UANXX:1:2102:13787:98250/2	R2	-	-	-	+	-	0.148936
ERR2061620.15059849 7001289F:103:C9WFLANXX:4:1215:6228:100178/1	R1	-	+	+	-	0.000000	0.500000
ERR2061620.15059850 7001289F:103:C9WFLANXX:4:1101:9318:43411/1	R1	-	+	+	-	0.133333	0.767442
ERR2061620.15059851 7001289F:109:CB97UANXX:1:1215:5636:96469/1	R1	+	-	-	+	0.500000	0.000000
ERR2061620.15059852 7001289F:103:C9WFLANXX:3:2311:3254:73937/2	R2	-	-	+	-	-	0.657895
ERR2061620.15059853 7001289F:109:CB97UANXX:1:1102:19310:14935/1	R1	+	-	-	-	0.657895	-
ERR2061620.15059854 7001289F:103:C9WFLANXX:3:2308:12501:77490/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059858 7001289F:103:C9WFLANXX:4:1302:11774:19886/1	R1	+	-	-	-	0.485149	-
ERR2061620.15059860 7001289F:109:CB97UANXX:1:2203:5230:54570/1	R1	+	-	-	+	0.345455	0.000000
ERR2061620.15059861 7001289F:109:CB97UANXX:1:1202:9057:56076/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059862 7001289F:109:CB97UANXX:1:1113:3022:12518/1	R1	-	+	+	-	0.000000	0.302752
ERR2061620.15059864 7001289F:109:CB97UANXX:1:2107:12586:29717/1	R1	-	+	+	-	0.000000	0.814286
ERR2061620.15059865 7001289F:109:CB97UANXX:1:1302:2709:18955/1	R1	-	+	+	-	0.000000	0.000000
ERR2061620.15059866 7001289F:109:CB97UANXX:1:1312:11277:30996/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059869 7001289F:109:CB97UANXX:1:2301:1590:10671/1	R1	-	+	+	-	0.000000	0.734513
ERR2061620.15059870 7001289F:109:CB97UANXX:1:2109:14072:98713/1	R1	+	-	-	-	0.492537	-
ERR2061620.15059871 7001289F:109:CB97UANXX:1:2313:17635:29294/1	R1	+	-	-	+	0.000000	0.000000
ERR2061620.15059872 7001289F:109:CB97UANXX:1:2212:9359:63300/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059873 7001289F:109:CB97UANXX:1:1301:17936:15767/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059874 7001289F:109:CB97UANXX:1:2315:7067:28890/2	R2	-	-	-	+	-	0.000000
ERR2061620.15059875 7001289F:103:C9WFLANXX:3:1102:8580:56723/2	R2	-	-	+	-	-	0.753846
ERR2061620.15059876 7001289F:109:CB97UANXX:1:2207:14550:101372/1	R1	+	-	-	-	0.753846	-
ERR2061620.15059878 7001289F:103:C9WFLANXX:4:2216:8124:41347/1	R1	-	+	+	-	0.000000	0.000000
ERR2061620.15059879 7001289F:109:CB97UANXX:1:2208:17598:65991/2	R2	-	-	-	+	-	0.000000
ERR2061620.15059880 7001289F:103:C9WFLANXX:3:1112:7991:16142/2	R2	-	-	+	-	-	0.781250
ERR2061620.15059881 7001289F:109:CB97UANXX:1:1313:19471:45412/1	R1	+	-	-	-	0.612903	-
ERR2061620.15059884 7001289F:109:CB97UANXX:1:2313:5533:23790/1	R1	+	-	-	-	0.767442	-
ERR2061620.15059885 7001289F:109:CB97UANXX:1:2104:19859:21725/1	R1	-	+	+	-	0.000000	0.378641
ERR2061620.15059886 7001289F:109:CB97UANXX:1:1208:4807:26630/1	R1	-	+	+	-	0.000000	0.636364
ERR2061620.15059887 7001289F:103:C9WFLANXX:4:1111:8582:60150/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059888 7001289F:109:CB97UANXX:1:1112:4616:67210/1	R1	+	-	-	-	0.830508	-
ERR2061620.15059889 7001289F:103:C9WFLANXX:4:1212:9263:25574/2	R2	-	-	+	-	-	0.862069
ERR2061620.15059890 7001289F:109:CB97UANXX:1:2306:16816:26357/2	R2	-	-	+	-	-	0.678571
ERR2061620.15059891 7001289F:109:CB97UANXX:1:1310:12220:82390/1	R1	+	-	-	+	0.388235	0.000000
ERR2061620.15059892 7001289F:109:CB97UANXX:1:1113:21178:48674/1	R1	+	-	-	+	0.340206	0.000000
ERR2061620.15059893 7001289F:109:CB97UANXX:1:2109:14659:81875/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059894 7001289F:109:CB97UANXX:1:2101:4282:76664/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059895 7001289F:103:C9WFLANXX:3:1309:16674:3679/2	R2	-	-	+	-	-	0.760000
ERR2061620.15059896 7001289F:109:CB97UANXX:1:1102:1198:68746/1	R1	+	-	-	-	0.673469	-
ERR2061620.15059899 7001289F:109:CB97UANXX:1:1115:9238:85185/1	R1	+	-	-	-	0.457944	-
ERR2061620.15059900 7001289F:109:CB97UANXX:1:2110:10389:59406/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059903 7001289F:109:CB97UANXX:1:1202:3714:7139/1	R1	+	-	-	-	0.767442	-
ERR2061620.15059904 7001289F:103:C9WFLANXX:3:1305:17644:25921/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059905 7001289F:109:CB97UANXX:1:2207:1938:30155/1	R1	-	+	+	-	0.137255	0.000000
ERR2061620.15059911 7001289F:109:CB97UANXX:1:2311:2569:19971/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059912 7001289F:103:C9WFLANXX:4:1207:13517:15636/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059915 7001289F:109:CB97UANXX:1:1207:3812:96178/1	R1	+	-	-	+	0.446429	0.000000
ERR2061620.15059917 7001289F:103:C9WFLANXX:4:2305:10630:68577/1	R1	-	+	-	-	0.181818	-
ERR2061620.15059918 7001289F:103:C9WFLANXX:3:1206:2933:86111/2	R2	-	-	+	-	-	0.000000
ERR2061620.15059919 7001289F:109:CB97UANXX:1:1305:6928:43976/1	R1	+	-	-	-	0.000000	-
ERR2061620.15059920 7001289F:109:CB97UANXX:1:1312:21140:2899/1	R1	-	+	-	-	0.000000	-
ERR2061620.15059922 7001289F:109:CB97UANXX:1:2312:1916:9609/1	R1	-	+	+	-	0.000000	0.000000
ERR2061620.15139103 7001289F:103:C9WFLANXX:4:1202:13922:46512/2	R2	-	-	-	+	-	0.000000
ERR2061620.15674488 7001289F:109:CB97UANXX:1:1210:4536:40943/1	R1	-	+	-	-	0.000000	-
ERR2061620.15979800 7001289F:103:C9WFLANXX:3:1301:4254:99195/1	R1	+	-	-	-	0.892857	-
ERR2061620.16474849 7001289F:103:C9WFLANXX:4:2101:7145:4057/2	R2	-	-	-	+	-	0.000000
ERR2061620.17332488 7001289F:103:C9WFLANXX:3:1216:9493:11540/1	R1	+	-	-	-	0.000000	-
ERR2061620.17332489 7001289F:103:C9WFLANXX:4:2216:17069:19518/1	R1	+	-	-	-	0.961538	-
ERR2061620.17332491 7001289F:109:CB97UANXX:1:1309:3381:40445/2	R2	-	-	+	-	-	0.818182
ERR2061620.17332495 7001289F:109:CB97UANXX:1:1215:12106:86532/1	R1	+	-	-	-	0.000000	-
ERR2061620.17332496 7001289F:109:CB97UANXX:1:1114:1425:55360/2	R2	-	-	+	-	-	0.000000
ERR2061620.17332497 7001289F:109:CB97UANXX:1:2308:12138:53574/2	R2	-	-	+	-	-	0.000000
ERR2061620.17332499 7001289F:109:CB97UANXX:1:2214:19420:46513/2	R2	-	-	+	-	-	0.000000
ERR2061620.17332513 7001289F:109:CB97UANXX:1:2104:2741:16148/1	R1	-	+	-	-	0.772727	-
ERR2061620.17830061 7001289F:103:C9WFLANXX:3:2111:4179:87375/1	R1	-	+	-	-	0.526316	-
ERR2061620.17858611 7001289F:109:CB97UANXX:1:2103:18305:47315/2	R2	-	-	-	+	-	0.000000
ERR2061620.18947121 7001289F:103:C9WFLANXX:3:2107:1913:36504/1	R1	-	+	-	-	0.000000	-
ERR2061620.19257506 7001289F:103:C9WFLANXX:4:1111:20043:79016/2	R2	-	-	-	+	-	0.148148
ERR2061620.19301676 7001289F:109:CB97UANXX:1:2113:21047:26779/1	R1	+	-	-	-	0.000000	-
ERR2061620.19517789 7001289F:109:CB97UANXX:1:1316:3078:25709/1	R1	-	+	-	-	0.200000	-
ERR2061620.19524575 7001289F:103:C9WFLANXX:4:2311:7762:74046/1	R1	+	-	-	-	0.000000	-
ERR2061620.20209799 7001289F:103:C9WFLANXX:3:1215:5077:63878/1	R1	+	-	-	-	0.714286	-
ERR2061620.20209807 7001289F:109:CB97UANXX:1:1305:16496:44821/1	R1	+	-	-	-	0.417722	-
ERR2061620.20943677 7001289F:103:C9WFLANXX:4:1310:15897:30493/2	R2	-	-	-	+	-	0.761905
ERR2061620.21016452 7001289F:103:C9WFLANXX:3:1109:15949:26665/1	R1	+	-	-	-	0.302752	-
ERR2061620.21016453 7001289F:103:C9WFLANXX:4:2213:15487:70057/2	R2	-	-	+	-	-	0.345455
ERR2061620.21016454 7001289F:109:CB97UANXX:1:2210:13033:11252/1	R1	+	-	-	-	0.000000	-
ERR2061620.21016455 7001289F:109:CB97UANXX:1:2106:17216:30931/2	R2	-	-	+	-	-	0.528302
ERR2061620.21016456 7001289F:109:CB97UANXX:1:1209:18606:81306/2	R2	-	-	+	-	-	0.345455
ERR2061620.21016457 7001289F:109:CB97UANXX:1:1304:21063:7701/1	R1	+	-	-	-	0.000000	-
ERR2061620.21016458 7001289F:109:CB97UANXX:1:1314:3899:27084/1	R1	+	-	-	-	0.302752	-
ERR2061620.21016459 7001289F:109:CB97UANXX:1:1214:2323:23541/2	R2	-	-	+	-	-	0.000000
ERR2061620.21016460 7001289F:109:CB97UANXX:1:2303:20991:70835/1	R1	+	-	-	-	0.000000	-
ERR2061620.21016461 7001289F:103:C9WFLANXX:3:2109:20912:36790/1	R1	+	-	-	-	0.000000	-
ERR2061620.21016462 7001289F:103:C9WFLANXX:3:2115:6173:83268/2	R2	-	-	+	-	-	0.657895
ERR2061620.21016463 7001289F:103:C9WFLANXX:3:1315:11777:20484/2	R2	-	-	+	-	-	0.000000
ERR2061620.21016464 7001289F:103:C9WFLANXX:4:2311:6388:16599/2	R2	-	-	+	-	-	0.477876
ERR2061620.21016465 7001289F:103:C9WFLANXX:4:2209:3865:56371/2	R2	-	-	+	-	-	0.000000
ERR2061620.21016466 7001289F:109:CB97UANXX:1:1104:6870:22355/2	R2	-	-	+	-	-	0.387755
ERR2061620.21016467 7001289F:109:CB97UANXX:1:2311:17566:8282/1	R1	+	-	-	-	0.000000	-
ERR2061620.21016468 7001289F:109:CB97UANXX:1:2213:2696:58725/2	R2	-	-	+	-	-	0.481818
ERR2061620.21016469 7001289F:109:CB97UANXX:1:2204:2772:11001/2	R2	-	-	+	-	-	0.485149
ERR2061620.21016470 7001289F:109:CB97UANXX:1:1205:15333:59766/1	R1	+	-	-	-	0.433628	-
ERR2061620.21016471 7001289F:109:CB97UANXX:1:2301:16596:59384/1	R1	+	-	-	-	0.486726	-
ERR2061620.21016472 7001289F:103:C9WFLANXX:4:2202:20547:4377/2	R2	-	-	+	-	-	0.693694
ERR2061620.21016473 7001289F:103:C9WFLANXX:4:2115:13661:41260/2	R2	-	-	+	-	-	0.446429
ERR2061620.21016475 7001289F:103:C9WFLANXX:4:1103:18180:24510/2	R2	-	-	+	-	-	0.446429
ERR2061620.21016476 7001289F:109:CB97UANXX:1:2309:12282:75555/2	R2	-	-	+	-	-	0.753846
ERR2061620.21016477 7001289F:109:CB97UANXX:1:2202:17968:48858/1	R1	+	-	-	-	0.000000	-
ERR2061620.21016478 7001289F:109:CB97UANXX:1:2112:8779:20980/2	R2	-	-	+	-	-	0.365385
ERR2061620.21016479 7001289F:109:CB97UANXX:1:1309:3579:100182/2	R2	-	-	+	-	-	0.446429
ERR2061620.21016480 7001289F:109:CB97UANXX:1:2105:7706:35699/2	R2	-	-	+	-	-	0.446429
ERR2061620.21016481 7001289F:109:CB97UANXX:1:2106:9426:91963/1	R1	+	-	-	-	0.700000	-
ERR2061620.21016482 7001289F:109:CB97UANXX:1:1110:12200:5832/2	R2	-	-	+	-	-	0.302752
ERR2061620.21016483 7001289F:109:CB97UANXX:1:2304:17904:67260/1	R1	+	-	-	-	0.446429	-
ERR2061620.21016485 7001289F:103:C9WFLANXX:3:2314:16747:63214/2	R2	-	-	+	-	-	0.433628
ERR2061620.21016486 7001289F:103:C9WFLANXX:3:1207:4621:3924/2	R2	-	-	+	-	-	0.446429
ERR2061620.21016487 7001289F:103:C9WFLANXX:3:1207:4212:49447/2	R2	-	-	+	-	-	0.446429
ERR2061620.21016488 7001289F:103:C9WFLANXX:4:2214:4127:8124/1	R1	+	-	-	-	0.433628	-
ERR2061620.21016489 7001289F:103:C9WFLANXX:4:2115:13959:61408/2	R2	-	-	+	-	-	0.433628
ERR2061620.21016490 7001289F:103:C9WFLANXX:4:1302:18718:87168/2	R2	-	-	+	-	-	0.446429
ERR2061620.21016491 7001289F:103:C9WFLANXX:4:1316:16304:36798/2	R2	-	-	+	-	-	0.728972
ERR2061620.21016492 7001289F:103:C9WFLANXX:4:1209:16356:26364/1	R1	+	-	-	-	0.446429	-
ERR2061620.21016493 7001289F:103:C9WFLANXX:4:1308:14154:43247/1	R1	+	-	-	-	0.336364	-
ERR2061620.21016494 7001289F:103:C9WFLANXX:4:1110:13164:73981/2	R2	-	-	+	-	-	0.471698
ERR2061620.21016495 7001289F:109:CB97UANXX:1:2213:19809:94071/1	R1	+	-	-	-	0.433628	-
ERR2061620.21016496 7001289F:109:CB97UANXX:1:1302:7142:22419/1	R1	+	-	-	+	0.553571	0.000000
