2024-12-26T17:26:51
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061615.3805410 7001289F:109:CB97UANXX:2:2308:20093:69956/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.3805419 7001289F:109:CB97UANXX:2:1313:3275:93488/1	R1	+	-	+	-	0.528302	0.528302
ERR2061615.3805424 7001289F:109:CB97UANXX:2:2313:1383:11415/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.3805425 7001289F:109:CB97UANXX:2:2315:11095:59921/1	R1	+	-	+	-	0.482143	0.482143
ERR2061615.3805429 7001289F:109:CB97UANXX:2:1212:14509:24374/1	R1	+	-	+	-	0.387755	0.387755
ERR2061615.3805434 7001289F:109:CB97UANXX:2:1110:17206:44907/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.3805435 7001289F:109:CB97UANXX:2:1314:20678:43946/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805436 7001289F:109:CB97UANXX:2:1211:13721:100910/1	R1	-	+	-	+	0.206186	0.206186
ERR2061615.3805437 7001289F:109:CB97UANXX:2:1205:3006:29931/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.3805442 7001289F:109:CB97UANXX:2:1301:19722:77690/1	R1	+	-	+	-	0.467391	0.467391
ERR2061615.3805445 7001289F:109:CB97UANXX:2:1315:13865:25922/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.3805447 7001289F:109:CB97UANXX:2:1107:10412:95013/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.3805449 7001289F:109:CB97UANXX:2:2214:10079:34802/1	R1	+	-	+	-	0.365385	0.365385
ERR2061615.3805450 7001289F:109:CB97UANXX:2:2309:2865:83189/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.3805455 7001289F:109:CB97UANXX:2:1310:3170:68788/1	R1	+	-	+	-	0.600000	0.600000
ERR2061615.3805456 7001289F:109:CB97UANXX:2:1311:10933:57193/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.3805461 7001289F:109:CB97UANXX:2:1202:4310:51175/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.3805463 7001289F:109:CB97UANXX:2:1214:2733:37281/1	R1	+	-	+	-	0.320388	0.320388
ERR2061615.3805464 7001289F:109:CB97UANXX:2:2210:4003:87479/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.3805465 7001289F:109:CB97UANXX:2:1105:13081:5238/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.3805466 7001289F:109:CB97UANXX:2:1106:3069:84270/1	R1	+	-	+	-	0.357798	0.357798
ERR2061615.3805468 7001289F:109:CB97UANXX:2:2216:12570:62573/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.3805469 7001289F:109:CB97UANXX:2:2115:12923:68394/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.3805471 7001289F:109:CB97UANXX:2:1216:4372:58209/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.3805473 7001289F:109:CB97UANXX:2:2207:20702:4059/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.3805474 7001289F:109:CB97UANXX:2:1302:7487:22435/1	R1	-	+	-	+	0.363636	0.363636
ERR2061615.3805475 7001289F:109:CB97UANXX:2:2216:10507:40289/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.3805476 7001289F:109:CB97UANXX:2:2202:13338:50374/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805477 7001289F:109:CB97UANXX:2:2307:2606:89956/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805480 7001289F:109:CB97UANXX:2:2112:19977:16975/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.3805483 7001289F:109:CB97UANXX:2:1316:2558:35163/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.3805484 7001289F:109:CB97UANXX:2:1212:15713:14169/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.3805487 7001289F:109:CB97UANXX:2:2309:18812:82168/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.3805489 7001289F:109:CB97UANXX:2:2302:14710:27272/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.3805492 7001289F:109:CB97UANXX:2:2208:19036:38453/1	R1	+	-	+	-	0.500000	0.500000
ERR2061615.3805493 7001289F:109:CB97UANXX:2:1315:13034:27236/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.3805495 7001289F:109:CB97UANXX:2:1113:18699:78823/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.3805496 7001289F:109:CB97UANXX:2:1114:9652:101274/1	R1	+	-	+	-	0.568182	0.568182
ERR2061615.3805498 7001289F:109:CB97UANXX:2:2307:18672:23478/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.3805499 7001289F:109:CB97UANXX:2:2307:3565:63887/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.3805500 7001289F:109:CB97UANXX:2:1316:7367:21314/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805501 7001289F:109:CB97UANXX:2:2210:4216:63109/1	R1	-	+	-	+	0.102564	0.102564
ERR2061615.3805505 7001289F:109:CB97UANXX:2:1216:15010:99742/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.3805509 7001289F:109:CB97UANXX:2:2202:8621:35254/1	R1	-	+	-	+	0.367925	0.367925
ERR2061615.3805510 7001289F:109:CB97UANXX:2:2201:4628:41964/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.3805511 7001289F:109:CB97UANXX:2:2302:15287:87461/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805513 7001289F:109:CB97UANXX:2:2114:8628:60672/1	R1	+	-	+	-	0.433628	0.433628
ERR2061615.3805516 7001289F:109:CB97UANXX:2:1101:8331:81677/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.3805517 7001289F:109:CB97UANXX:2:2212:4853:96592/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.3805520 7001289F:109:CB97UANXX:2:2312:4419:69674/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.3805521 7001289F:109:CB97UANXX:2:1115:12215:65583/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.3805524 7001289F:109:CB97UANXX:2:2106:12760:36560/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.3805526 7001289F:109:CB97UANXX:2:2207:15030:52686/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805528 7001289F:109:CB97UANXX:2:1113:19045:88309/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.3805529 7001289F:109:CB97UANXX:2:1301:10303:80393/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.3805530 7001289F:109:CB97UANXX:2:2108:18440:8798/1	R1	-	+	-	+	0.114286	0.114286
ERR2061615.3805531 7001289F:109:CB97UANXX:2:1115:1204:85904/1	R1	-	+	-	+	0.127660	0.127660
ERR2061615.3805532 7001289F:109:CB97UANXX:2:1305:18787:57765/1	R1	+	-	+	-	0.678571	0.678571
ERR2061615.3805535 7001289F:109:CB97UANXX:2:1207:15914:24604/1	R1	+	-	+	-	0.696629	0.696629
ERR2061615.3805536 7001289F:109:CB97UANXX:2:2203:5301:46912/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805539 7001289F:109:CB97UANXX:2:2109:5092:30380/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805545 7001289F:109:CB97UANXX:2:2313:13691:10311/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805546 7001289F:109:CB97UANXX:2:1207:16848:44281/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.3805547 7001289F:109:CB97UANXX:2:1104:16568:29688/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.3805549 7001289F:109:CB97UANXX:2:1203:11770:14631/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805558 7001289F:109:CB97UANXX:2:1102:6337:31974/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.3805559 7001289F:109:CB97UANXX:2:2107:16308:84727/1	R1	+	-	+	-	0.612903	0.612903
ERR2061615.3805561 7001289F:109:CB97UANXX:2:2108:8277:85622/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.3805562 7001289F:109:CB97UANXX:2:1211:21123:59523/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805563 7001289F:109:CB97UANXX:2:1308:13561:48609/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.3805564 7001289F:109:CB97UANXX:2:1305:17218:33127/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805565 7001289F:109:CB97UANXX:2:2208:14086:13039/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805566 7001289F:109:CB97UANXX:2:2202:16155:36303/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805568 7001289F:109:CB97UANXX:2:1213:19415:20593/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.3805569 7001289F:109:CB97UANXX:2:2215:2662:49011/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.3805574 7001289F:109:CB97UANXX:2:2309:11599:62931/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3805575 7001289F:109:CB97UANXX:2:1105:10066:87164/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.3829285 7001289F:109:CB97UANXX:2:2201:11219:40690/1	R1	-	+	-	+	0.838710	0.838710
ERR2061615.3829363 7001289F:109:CB97UANXX:2:1309:7396:20298/1	R1	-	+	-	+	0.896552	0.896552
ERR2061615.3829419 7001289F:109:CB97UANXX:2:1313:17742:86653/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3829437 7001289F:109:CB97UANXX:2:1304:6836:66400/1	R1	-	+	-	+	0.814815	0.814815
ERR2061615.3829543 7001289F:109:CB97UANXX:2:1102:18319:28600/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3829548 7001289F:109:CB97UANXX:2:1208:19932:72060/1	R1	-	+	-	+	0.896552	0.896552
ERR2061615.3829552 7001289F:109:CB97UANXX:2:1113:6397:80775/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3829589 7001289F:109:CB97UANXX:2:1107:3720:33139/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3829596 7001289F:109:CB97UANXX:2:2212:4360:64496/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3829644 7001289F:109:CB97UANXX:2:2309:15756:68904/1	R1	-	+	-	+	0.576923	0.576923
ERR2061615.3829664 7001289F:109:CB97UANXX:2:2306:2338:90297/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3829688 7001289F:109:CB97UANXX:2:2316:19395:84359/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.3830027 7001289F:109:CB97UANXX:2:1214:13827:9431/1	R1	-	+	-	+	0.684211	0.684211
ERR2061615.3830042 7001289F:109:CB97UANXX:2:2201:16943:62336/1	R1	-	+	-	+	0.666667	0.666667
ERR2061615.3830098 7001289F:109:CB97UANXX:2:1302:5966:37758/1	R1	-	+	-	+	0.896552	0.896552
ERR2061615.7787651 7001289F:109:CB97UANXX:2:1109:10153:66922/1	R1	-	+	-	+	0.227273	0.227273
ERR2061615.7843125 7001289F:109:CB97UANXX:2:2302:19296:54649/1	R1	-	+	-	+	0.089431	0.089431
ERR2061615.7883806 7001289F:109:CB97UANXX:2:1305:14676:90792/1	R1	+	-	+	-	0.636364	0.636364
ERR2061615.7883813 7001289F:109:CB97UANXX:2:2116:14624:49497/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.7883822 7001289F:109:CB97UANXX:2:1112:16660:4733/1	R1	+	-	+	-	0.433628	0.433628
ERR2061615.7883823 7001289F:109:CB97UANXX:2:1101:8355:27254/1	R1	+	-	+	-	0.362637	0.362637
ERR2061615.7883826 7001289F:109:CB97UANXX:2:1105:3050:6035/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883829 7001289F:109:CB97UANXX:2:2302:15625:6979/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883830 7001289F:109:CB97UANXX:2:2312:7457:12915/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883832 7001289F:109:CB97UANXX:2:2314:3429:9576/1	R1	+	-	+	-	0.468354	0.468354
ERR2061615.7883836 7001289F:109:CB97UANXX:2:2108:10014:27882/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.7883837 7001289F:109:CB97UANXX:2:1314:19100:96193/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.7883839 7001289F:109:CB97UANXX:2:1201:18518:20177/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7883840 7001289F:109:CB97UANXX:2:1110:19682:6859/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.7883845 7001289F:109:CB97UANXX:2:1314:8717:28196/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883848 7001289F:109:CB97UANXX:2:1205:3579:2641/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7883849 7001289F:109:CB97UANXX:2:1313:11911:69937/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.7883851 7001289F:109:CB97UANXX:2:1211:17007:19310/1	R1	+	-	+	-	0.433628	0.433628
ERR2061615.7883852 7001289F:109:CB97UANXX:2:1204:11687:55021/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883858 7001289F:109:CB97UANXX:2:2315:15514:32698/1	R1	+	-	+	-	0.433628	0.433628
ERR2061615.7883859 7001289F:109:CB97UANXX:2:2202:7186:34933/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.7883863 7001289F:109:CB97UANXX:2:1316:19047:3462/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7883865 7001289F:109:CB97UANXX:2:1212:13152:33473/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.7883866 7001289F:109:CB97UANXX:2:1308:8627:99020/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.7883867 7001289F:109:CB97UANXX:2:1216:8372:26508/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.7883868 7001289F:109:CB97UANXX:2:1206:16211:37802/1	R1	+	-	+	-	0.822430	0.822430
ERR2061615.7883869 7001289F:109:CB97UANXX:2:1111:5269:32987/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883870 7001289F:109:CB97UANXX:2:1101:10040:39892/1	R1	+	-	+	-	0.600000	0.600000
ERR2061615.7883871 7001289F:109:CB97UANXX:2:1102:18380:27383/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883872 7001289F:109:CB97UANXX:2:1115:20951:36815/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883874 7001289F:109:CB97UANXX:2:2103:6949:27370/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.7883879 7001289F:109:CB97UANXX:2:2207:13353:98247/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883881 7001289F:109:CB97UANXX:2:1310:7118:94688/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7883883 7001289F:109:CB97UANXX:2:2106:16444:22106/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7883887 7001289F:109:CB97UANXX:2:1104:15480:53539/1	R1	+	-	+	-	0.381818	0.381818
ERR2061615.7883889 7001289F:109:CB97UANXX:2:2305:12848:22739/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.7883890 7001289F:109:CB97UANXX:2:2315:1116:89395/1	R1	+	-	+	-	0.436893	0.436893
ERR2061615.7883891 7001289F:109:CB97UANXX:2:2115:20635:26109/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883893 7001289F:109:CB97UANXX:2:1108:6067:23081/1	R1	+	-	+	-	0.609756	0.609756
ERR2061615.7883894 7001289F:109:CB97UANXX:2:2206:4856:20713/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7883897 7001289F:109:CB97UANXX:2:2306:10433:49221/1	R1	+	-	+	-	0.365385	0.365385
ERR2061615.7883898 7001289F:109:CB97UANXX:2:1304:16290:46266/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883899 7001289F:109:CB97UANXX:2:2108:16536:4324/1	R1	+	-	+	-	0.759259	0.759259
ERR2061615.7883901 7001289F:109:CB97UANXX:2:2115:10743:2188/1	R1	+	-	+	-	0.634615	0.634615
ERR2061615.7883903 7001289F:109:CB97UANXX:2:2201:14506:47234/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883904 7001289F:109:CB97UANXX:2:2310:1733:85617/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883905 7001289F:109:CB97UANXX:2:1303:15216:13604/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7883907 7001289F:109:CB97UANXX:2:2215:5236:97863/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883909 7001289F:109:CB97UANXX:2:2116:17513:31165/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883910 7001289F:109:CB97UANXX:2:1312:12379:29177/1	R1	-	+	-	+	0.000000	0.000000
