2024-12-26T17:26:51
ID	Read	R1_Forward	R1_Reverse	R2_Forward	R2_Reverse	R1_Penalty	R2_Penalty
ERR2061615.7883912 7001289F:109:CB97UANXX:2:1216:6234:32242/1	R1	+	-	+	-	0.320388	0.320388
ERR2061615.7883915 7001289F:109:CB97UANXX:2:2216:9718:34900/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883916 7001289F:109:CB97UANXX:2:2303:7346:59398/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883917 7001289F:109:CB97UANXX:2:2312:15453:26330/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883919 7001289F:109:CB97UANXX:2:1304:12975:66882/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883921 7001289F:109:CB97UANXX:2:1211:19075:40971/1	R1	+	-	+	-	0.390909	0.390909
ERR2061615.7883922 7001289F:109:CB97UANXX:2:1208:6515:85183/1	R1	+	-	+	-	0.381818	0.381818
ERR2061615.7883926 7001289F:109:CB97UANXX:2:2316:14492:98252/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883927 7001289F:109:CB97UANXX:2:2107:5935:15158/1	R1	-	+	-	+	0.057377	0.057377
ERR2061615.7883928 7001289F:109:CB97UANXX:2:1306:14134:57122/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883929 7001289F:109:CB97UANXX:2:2110:6370:32887/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883930 7001289F:109:CB97UANXX:2:2114:14891:81260/1	R1	+	-	+	-	0.390909	0.390909
ERR2061615.7883931 7001289F:109:CB97UANXX:2:1314:20352:87093/1	R1	+	-	+	-	0.403846	0.403846
ERR2061615.7883932 7001289F:109:CB97UANXX:2:1208:15431:78187/1	R1	+	-	+	-	0.558824	0.558824
ERR2061615.7883934 7001289F:109:CB97UANXX:2:1311:13092:60145/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883935 7001289F:109:CB97UANXX:2:1212:3129:6649/1	R1	-	+	-	+	0.285714	0.285714
ERR2061615.7883938 7001289F:109:CB97UANXX:2:2211:14500:45970/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883939 7001289F:109:CB97UANXX:2:2216:17520:83515/1	R1	+	-	+	-	0.491071	0.491071
ERR2061615.7883940 7001289F:109:CB97UANXX:2:1306:13301:87581/1	R1	-	+	-	+	0.096000	0.096000
ERR2061615.7883941 7001289F:109:CB97UANXX:2:2207:20796:26869/1	R1	+	-	+	-	0.514019	0.514019
ERR2061615.7883943 7001289F:109:CB97UANXX:2:2106:2371:95552/1	R1	+	-	+	-	0.469027	0.469027
ERR2061615.7883944 7001289F:109:CB97UANXX:2:2108:2530:100806/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883945 7001289F:109:CB97UANXX:2:1109:11530:19663/1	R1	+	-	+	-	0.486726	0.486726
ERR2061615.7883946 7001289F:109:CB97UANXX:2:1216:17616:27963/1	R1	-	+	-	+	0.063063	0.063063
ERR2061615.7883947 7001289F:109:CB97UANXX:2:1115:1149:36845/1	R1	+	-	+	-	0.972973	0.972973
ERR2061615.7883949 7001289F:109:CB97UANXX:2:1313:4717:87552/1	R1	+	-	+	-	0.568182	0.568182
ERR2061615.7883950 7001289F:109:CB97UANXX:2:2315:1272:51319/1	R1	+	-	+	-	0.518868	0.518868
ERR2061615.7883951 7001289F:109:CB97UANXX:2:2103:12542:70831/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883952 7001289F:109:CB97UANXX:2:1308:20463:65529/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883953 7001289F:109:CB97UANXX:2:2305:11690:47029/1	R1	-	+	-	+	0.056338	0.056338
ERR2061615.7883956 7001289F:109:CB97UANXX:2:2211:15918:77064/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883957 7001289F:109:CB97UANXX:2:2308:1577:59727/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883959 7001289F:109:CB97UANXX:2:1104:5461:82850/1	R1	+	-	+	-	0.609756	0.609756
ERR2061615.7883960 7001289F:109:CB97UANXX:2:1216:19724:31123/1	R1	-	+	-	+	0.058333	0.058333
ERR2061615.7883961 7001289F:109:CB97UANXX:2:2215:17495:84961/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883963 7001289F:109:CB97UANXX:2:1110:12133:31677/1	R1	+	-	+	-	0.441860	0.441860
ERR2061615.7883965 7001289F:109:CB97UANXX:2:2310:19272:8655/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883966 7001289F:109:CB97UANXX:2:1307:19361:38204/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883967 7001289F:109:CB97UANXX:2:1316:3668:22292/1	R1	-	+	-	+	0.684211	0.684211
ERR2061615.7883968 7001289F:109:CB97UANXX:2:2103:1592:36540/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883969 7001289F:109:CB97UANXX:2:1113:3238:69443/1	R1	+	-	+	-	0.513514	0.513514
ERR2061615.7883971 7001289F:109:CB97UANXX:2:2202:7940:55424/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883975 7001289F:109:CB97UANXX:2:1201:4494:32239/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883979 7001289F:109:CB97UANXX:2:1201:4826:8351/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883980 7001289F:109:CB97UANXX:2:1103:4832:93830/1	R1	+	-	+	-	0.760000	0.760000
ERR2061615.7883984 7001289F:109:CB97UANXX:2:2305:11160:16188/1	R1	+	-	+	-	0.781250	0.781250
ERR2061615.7883987 7001289F:109:CB97UANXX:2:1315:5981:27591/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7883998 7001289F:109:CB97UANXX:2:2307:12499:13018/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7883999 7001289F:109:CB97UANXX:2:1310:2395:61724/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884006 7001289F:109:CB97UANXX:2:2111:5066:45411/1	R1	-	+	-	+	0.148148	0.148148
ERR2061615.7884010 7001289F:109:CB97UANXX:2:2212:20263:16898/1	R1	+	-	+	-	0.390909	0.390909
ERR2061615.7884011 7001289F:109:CB97UANXX:2:2307:2485:14236/1	R1	+	-	+	-	0.365385	0.365385
ERR2061615.7884012 7001289F:109:CB97UANXX:2:1214:16390:89883/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884013 7001289F:109:CB97UANXX:2:2215:15933:15575/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884029 7001289F:109:CB97UANXX:2:2203:16823:3219/1	R1	+	-	+	-	0.320388	0.320388
ERR2061615.7884030 7001289F:109:CB97UANXX:2:1314:19002:78611/1	R1	-	+	-	+	0.266055	0.266055
ERR2061615.7884031 7001289F:109:CB97UANXX:2:1305:2289:73214/1	R1	+	-	+	-	0.830508	0.830508
ERR2061615.7884034 7001289F:109:CB97UANXX:2:2115:12138:99631/1	R1	+	-	+	-	0.340206	0.340206
ERR2061615.7884035 7001289F:109:CB97UANXX:2:1111:4152:57896/1	R1	+	-	+	-	0.362637	0.362637
ERR2061615.7884036 7001289F:109:CB97UANXX:2:2202:5882:74664/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884037 7001289F:109:CB97UANXX:2:2313:11401:94763/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884040 7001289F:109:CB97UANXX:2:1305:2586:54628/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.7884043 7001289F:109:CB97UANXX:2:1115:12886:34009/1	R1	+	-	+	-	0.433628	0.433628
ERR2061615.7884044 7001289F:109:CB97UANXX:2:2114:7724:100991/1	R1	+	-	+	-	0.433628	0.433628
ERR2061615.7884045 7001289F:109:CB97UANXX:2:2205:16209:23385/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7884047 7001289F:109:CB97UANXX:2:2101:2043:18554/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.7884049 7001289F:109:CB97UANXX:2:2102:2215:90837/1	R1	+	-	+	-	0.531915	0.531915
ERR2061615.7884050 7001289F:109:CB97UANXX:2:2107:6854:7292/1	R1	+	-	+	-	0.781250	0.781250
ERR2061615.7884052 7001289F:109:CB97UANXX:2:1315:8280:68155/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7884054 7001289F:109:CB97UANXX:2:1306:12678:31186/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.7884055 7001289F:109:CB97UANXX:2:2210:6437:63930/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.7884057 7001289F:109:CB97UANXX:2:2216:1464:76746/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.7884059 7001289F:109:CB97UANXX:2:2307:6382:59599/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.7884060 7001289F:109:CB97UANXX:2:2312:3264:72353/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.7884061 7001289F:109:CB97UANXX:2:1108:10999:37095/1	R1	+	-	+	-	0.518868	0.518868
ERR2061615.7884064 7001289F:109:CB97UANXX:2:2304:18441:55580/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884065 7001289F:109:CB97UANXX:2:2309:16941:13370/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884066 7001289F:109:CB97UANXX:2:2201:13768:4384/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884068 7001289F:109:CB97UANXX:2:2202:9565:38428/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884069 7001289F:109:CB97UANXX:2:2105:15050:37813/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884075 7001289F:109:CB97UANXX:2:1214:4389:28016/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884076 7001289F:109:CB97UANXX:2:1113:9159:18307/1	R1	+	-	+	-	0.387755	0.387755
ERR2061615.7884078 7001289F:109:CB97UANXX:2:1103:9378:65312/1	R1	+	-	+	-	0.513514	0.513514
ERR2061615.7884080 7001289F:109:CB97UANXX:2:2213:13207:19963/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884081 7001289F:109:CB97UANXX:2:1211:3909:3533/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884082 7001289F:109:CB97UANXX:2:2208:18143:50866/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.7884083 7001289F:109:CB97UANXX:2:2101:10267:6522/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.7884089 7001289F:109:CB97UANXX:2:1116:8151:87493/1	R1	+	-	+	-	0.320388	0.320388
ERR2061615.7884091 7001289F:109:CB97UANXX:2:2315:17856:92969/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.7884093 7001289F:109:CB97UANXX:2:2116:8927:77605/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884094 7001289F:109:CB97UANXX:2:1316:12580:82565/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884095 7001289F:109:CB97UANXX:2:1306:11594:47094/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884097 7001289F:109:CB97UANXX:2:1212:10024:53441/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884099 7001289F:109:CB97UANXX:2:2305:4882:17308/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884100 7001289F:109:CB97UANXX:2:2311:18315:94933/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.7884101 7001289F:109:CB97UANXX:2:2312:16708:5928/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884103 7001289F:109:CB97UANXX:2:1216:3921:35521/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.7884104 7001289F:109:CB97UANXX:2:2309:6231:86742/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.7884105 7001289F:109:CB97UANXX:2:1111:4708:44291/1	R1	+	-	+	-	0.620000	0.620000
ERR2061615.7884106 7001289F:109:CB97UANXX:2:1115:11371:81557/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7884107 7001289F:109:CB97UANXX:2:2101:4028:99717/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884109 7001289F:109:CB97UANXX:2:1214:4319:60361/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884113 7001289F:109:CB97UANXX:2:1314:10300:31259/1	R1	+	-	+	-	0.680851	0.680851
ERR2061615.7884114 7001289F:109:CB97UANXX:2:1113:6102:85470/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884115 7001289F:109:CB97UANXX:2:1115:17130:30006/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884116 7001289F:109:CB97UANXX:2:1214:8803:33584/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.7884118 7001289F:109:CB97UANXX:2:2306:3796:4603/1	R1	+	-	+	-	0.609756	0.609756
ERR2061615.7884121 7001289F:109:CB97UANXX:2:2103:11972:12372/1	R1	+	-	+	-	0.513514	0.513514
ERR2061615.7884122 7001289F:109:CB97UANXX:2:2311:3367:26478/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884124 7001289F:109:CB97UANXX:2:1304:16378:33952/1	R1	+	-	+	-	0.366667	0.366667
ERR2061615.7884131 7001289F:109:CB97UANXX:2:2306:19684:27455/1	R1	+	-	+	-	0.560000	0.560000
ERR2061615.7884132 7001289F:109:CB97UANXX:2:1209:8125:18275/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884133 7001289F:109:CB97UANXX:2:2203:10030:23471/1	R1	+	-	+	-	0.387755	0.387755
ERR2061615.7884135 7001289F:109:CB97UANXX:2:2304:8244:58472/1	R1	+	-	+	-	0.417722	0.417722
ERR2061615.7884136 7001289F:109:CB97UANXX:2:2215:10786:90930/1	R1	+	-	+	-	0.568182	0.568182
ERR2061615.7884140 7001289F:109:CB97UANXX:2:1102:17363:50044/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884141 7001289F:109:CB97UANXX:2:2210:14136:93061/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7884142 7001289F:109:CB97UANXX:2:1111:7222:83771/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.7884143 7001289F:109:CB97UANXX:2:2203:3852:7728/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884147 7001289F:109:CB97UANXX:2:2204:11867:91142/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884148 7001289F:109:CB97UANXX:2:1101:7611:51137/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884149 7001289F:109:CB97UANXX:2:2310:19589:63222/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884152 7001289F:109:CB97UANXX:2:1306:16805:58615/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884153 7001289F:109:CB97UANXX:2:2201:11621:47557/1	R1	-	+	-	+	0.811475	0.811475
ERR2061615.7884154 7001289F:109:CB97UANXX:2:1205:13181:8759/1	R1	+	-	+	-	0.515789	0.515789
ERR2061615.7884155 7001289F:109:CB97UANXX:2:2103:6530:85324/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884156 7001289F:109:CB97UANXX:2:2210:6692:60834/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884157 7001289F:109:CB97UANXX:2:2316:14551:26223/1	R1	+	-	+	-	0.612903	0.612903
ERR2061615.7884164 7001289F:109:CB97UANXX:2:1308:5241:39643/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884167 7001289F:109:CB97UANXX:2:2308:16874:68853/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884168 7001289F:109:CB97UANXX:2:1115:10529:97618/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884169 7001289F:109:CB97UANXX:2:1207:6330:27278/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884172 7001289F:109:CB97UANXX:2:2211:17037:38225/1	R1	-	+	-	+	0.458333	0.458333
ERR2061615.7884175 7001289F:109:CB97UANXX:2:2214:6797:65658/1	R1	+	-	+	-	0.433628	0.433628
ERR2061615.7884177 7001289F:109:CB97UANXX:2:2316:19646:28167/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7884179 7001289F:109:CB97UANXX:2:2210:3363:100677/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884180 7001289F:109:CB97UANXX:2:2106:12490:77861/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884182 7001289F:109:CB97UANXX:2:1107:12086:89392/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884183 7001289F:109:CB97UANXX:2:1207:14572:56769/1	R1	+	-	+	-	0.796296	0.796296
ERR2061615.7884184 7001289F:109:CB97UANXX:2:2301:3808:44863/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884187 7001289F:109:CB97UANXX:2:2205:6087:88821/1	R1	+	-	+	-	0.413043	0.413043
ERR2061615.7884190 7001289F:109:CB97UANXX:2:2215:7745:87613/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884192 7001289F:109:CB97UANXX:2:1305:5154:44672/1	R1	+	-	+	-	0.961538	0.961538
ERR2061615.7884193 7001289F:109:CB97UANXX:2:1202:8791:59809/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.7884194 7001289F:109:CB97UANXX:2:1313:11919:32988/1	R1	+	-	+	-	0.760000	0.760000
ERR2061615.7884198 7001289F:109:CB97UANXX:2:1102:18412:82630/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884199 7001289F:109:CB97UANXX:2:1308:21149:3834/1	R1	+	-	+	-	0.767442	0.767442
ERR2061615.7884200 7001289F:109:CB97UANXX:2:1213:19293:27123/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.7884201 7001289F:109:CB97UANXX:2:1314:8219:56988/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.7884203 7001289F:109:CB97UANXX:2:1109:12000:51237/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.7884206 7001289F:109:CB97UANXX:2:1211:1713:93208/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.7884210 7001289F:109:CB97UANXX:2:2303:3817:22521/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.8179857 7001289F:109:CB97UANXX:2:2308:12474:65538/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.8225118 7001289F:109:CB97UANXX:2:2204:10327:28586/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.9061989 7001289F:109:CB97UANXX:2:2102:16145:82733/1	R1	+	-	+	-	0.413043	0.413043
ERR2061615.10990763 7001289F:109:CB97UANXX:2:1115:17001:73322/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990766 7001289F:109:CB97UANXX:2:1209:15838:6141/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990767 7001289F:109:CB97UANXX:2:2208:2641:83686/1	R1	+	-	+	-	0.891892	0.891892
ERR2061615.10990770 7001289F:109:CB97UANXX:2:1212:11850:25584/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.10990774 7001289F:109:CB97UANXX:2:2305:4420:50595/1	R1	+	-	+	-	0.518868	0.518868
ERR2061615.10990775 7001289F:109:CB97UANXX:2:2316:2386:76900/1	R1	+	-	+	-	0.760000	0.760000
ERR2061615.10990780 7001289F:109:CB97UANXX:2:1303:10226:56549/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.10990781 7001289F:109:CB97UANXX:2:1214:6663:36162/1	R1	+	-	+	-	0.320388	0.320388
ERR2061615.10990784 7001289F:109:CB97UANXX:2:2302:5922:37201/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990785 7001289F:109:CB97UANXX:2:2304:15243:79503/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.10990786 7001289F:109:CB97UANXX:2:2201:18745:39285/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990792 7001289F:109:CB97UANXX:2:2304:5916:57117/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.10990793 7001289F:109:CB97UANXX:2:2305:12418:67421/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990794 7001289F:109:CB97UANXX:2:2312:12891:59864/1	R1	+	-	+	-	0.433628	0.433628
ERR2061615.10990798 7001289F:109:CB97UANXX:2:1304:2811:8344/1	R1	+	-	+	-	0.639640	0.639640
ERR2061615.10990799 7001289F:109:CB97UANXX:2:1210:14464:64443/1	R1	+	-	+	-	0.719626	0.719626
ERR2061615.10990800 7001289F:109:CB97UANXX:2:1202:1119:31371/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990801 7001289F:109:CB97UANXX:2:1216:14954:21356/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.10990803 7001289F:109:CB97UANXX:2:1105:18530:3651/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.10990805 7001289F:109:CB97UANXX:2:1106:5622:68475/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990806 7001289F:109:CB97UANXX:2:2213:19786:12767/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990807 7001289F:109:CB97UANXX:2:2303:3016:78454/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990809 7001289F:109:CB97UANXX:2:2314:12276:11651/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.10990810 7001289F:109:CB97UANXX:2:2310:14367:96580/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990811 7001289F:109:CB97UANXX:2:1312:8508:16368/1	R1	+	-	+	-	0.457944	0.457944
ERR2061615.10990814 7001289F:109:CB97UANXX:2:2209:10933:5925/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.10990816 7001289F:109:CB97UANXX:2:2103:14132:29664/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990817 7001289F:109:CB97UANXX:2:2201:6302:71093/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.10990818 7001289F:109:CB97UANXX:2:1309:13752:65548/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990819 7001289F:109:CB97UANXX:2:1313:7145:9265/1	R1	+	-	+	-	0.471698	0.471698
ERR2061615.10990820 7001289F:109:CB97UANXX:2:1209:18412:35130/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.10990822 7001289F:109:CB97UANXX:2:1306:4921:96204/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990823 7001289F:109:CB97UANXX:2:1202:8227:41519/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.10990824 7001289F:109:CB97UANXX:2:1202:16844:48674/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990826 7001289F:109:CB97UANXX:2:1111:19401:93243/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990827 7001289F:109:CB97UANXX:2:1102:18085:12793/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990828 7001289F:109:CB97UANXX:2:1208:15403:33992/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990833 7001289F:109:CB97UANXX:2:2214:3760:88393/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.10990834 7001289F:109:CB97UANXX:2:2302:1954:74408/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990835 7001289F:109:CB97UANXX:2:2303:17792:98953/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990836 7001289F:109:CB97UANXX:2:2309:11941:5392/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.10990839 7001289F:109:CB97UANXX:2:2115:20194:31556/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990840 7001289F:109:CB97UANXX:2:1203:6567:57771/1	R1	-	+	-	+	0.098361	0.098361
ERR2061615.10990841 7001289F:109:CB97UANXX:2:2203:4827:14139/1	R1	+	-	+	-	0.390909	0.390909
ERR2061615.10990847 7001289F:109:CB97UANXX:2:1201:7799:29381/1	R1	+	-	+	-	0.475000	0.475000
ERR2061615.10990848 7001289F:109:CB97UANXX:2:1214:7815:54042/1	R1	+	-	+	-	0.714286	0.714286
ERR2061615.10990851 7001289F:109:CB97UANXX:2:2304:20543:73493/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990852 7001289F:109:CB97UANXX:2:2310:14767:33400/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990853 7001289F:109:CB97UANXX:2:2306:6120:32796/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990854 7001289F:109:CB97UANXX:2:2102:6939:19334/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990856 7001289F:109:CB97UANXX:2:2206:10704:31935/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990857 7001289F:109:CB97UANXX:2:1101:9500:56838/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990858 7001289F:109:CB97UANXX:2:1103:3514:71604/1	R1	+	-	+	-	0.550000	0.550000
ERR2061615.10990859 7001289F:109:CB97UANXX:2:2209:14627:51066/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990860 7001289F:109:CB97UANXX:2:2201:18684:59455/1	R1	+	-	+	-	0.365385	0.365385
ERR2061615.10990861 7001289F:109:CB97UANXX:2:1114:8499:52358/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990862 7001289F:109:CB97UANXX:2:2315:11419:93517/1	R1	-	+	-	+	0.422222	0.422222
ERR2061615.10990863 7001289F:109:CB97UANXX:2:2206:12640:67060/1	R1	-	+	-	+	0.380165	0.380165
ERR2061615.10990864 7001289F:109:CB97UANXX:2:1307:18595:90381/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990865 7001289F:109:CB97UANXX:2:1209:17348:97579/1	R1	+	-	+	-	0.359223	0.359223
ERR2061615.10990870 7001289F:109:CB97UANXX:2:2211:8499:45727/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.10990871 7001289F:109:CB97UANXX:2:2111:6866:11739/1	R1	+	-	+	-	0.365385	0.365385
ERR2061615.10990873 7001289F:109:CB97UANXX:2:1316:3281:86174/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.10990874 7001289F:109:CB97UANXX:2:1101:9178:69719/1	R1	+	-	+	-	0.446429	0.446429
ERR2061615.10990875 7001289F:109:CB97UANXX:2:1210:15688:46639/1	R1	-	+	-	+	0.619048	0.619048
ERR2061615.10990876 7001289F:109:CB97UANXX:2:2303:18290:97237/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990878 7001289F:109:CB97UANXX:2:2107:6603:19772/1	R1	+	-	+	-	0.518868	0.518868
ERR2061615.10990881 7001289F:109:CB97UANXX:2:1206:9428:85157/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990882 7001289F:109:CB97UANXX:2:2209:5603:29901/1	R1	+	-	+	-	0.302752	0.302752
ERR2061615.10990884 7001289F:109:CB97UANXX:2:1115:14824:79255/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990885 7001289F:109:CB97UANXX:2:2116:5412:32582/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990886 7001289F:109:CB97UANXX:2:1212:16185:49343/1	R1	+	-	+	-	0.345455	0.345455
ERR2061615.10990887 7001289F:109:CB97UANXX:2:1109:10532:64416/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990895 7001289F:109:CB97UANXX:2:1115:4956:82563/1	R1	-	+	-	+	0.000000	0.000000
ERR2061615.10990896 7001289F:109:CB97UANXX:2:1101:16665:26705/1	R1	+	-	+	-	0.513514	0.513514
ERR2061615.10990897 7001289F:109:CB97UANXX:2:2205:15278:9258/1	R1	+	-	+	-	0.000000	0.000000
ERR2061615.10990900 7001289F:109:CB97UANXX:2:2207:3560:70381/1	R1	-	+	-	+	0.000000	0.000000
